Age,CGPA,Attendance,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Communication_Score,Aptitude_Score,Placement_Status,Gender_Female,Gender_Male,Department_CE,Department_CSE,Department_ECE,Department_EEE,Department_IT,Department_ME
21,5.9,76.24,71.78,68.37,3,0,4,67,40,0,0,1,0,0,0,0,0,1
22,5.08,51.8,95.98,71.28,0,0,0,57,97,0,0,1,1,0,0,0,0,0
24,6.05,51.48,85.35,74.1,4,1,0,53,100,0,0,1,0,0,0,0,1,0
22,7.59,80.28,56.07,57.6,1,0,5,94,93,1,1,0,0,0,0,0,0,1
21,7.69,66.4,78.96,68.24,1,1,3,98,45,1,0,1,1,0,0,0,0,0
23,6.27,78.63,95.5,90.81,0,0,0,84,40,0,0,1,0,0,0,0,0,1
20,5.36,58.18,90.0,59.12,2,1,0,58,57,0,1,0,0,0,0,0,0,1
23,8.72,88.84,70.9,86.49,0,1,3,79,66,1,0,1,0,1,0,0,0,0
24,8.79,93.04,97.75,82.58,2,1,1,75,87,1,0,1,0,1,0,0,0,0
20,9.99,94.46,63.43,52.86,1,0,5,80,79,1,1,0,0,1,0,0,0,0
24,9.5,65.2,68.76,51.12,0,1,3,51,77,1,0,1,1,0,0,0,0,0
21,9.63,83.04,87.49,67.63,1,0,2,59,84,1,1,0,0,0,0,1,0,0
20,8.99,63.95,61.65,84.61,0,0,3,73,56,1,1,0,0,0,0,0,1,0
24,8.08,88.14,75.77,66.52,1,1,5,100,65,1,0,1,1,0,0,0,0,0
21,5.64,56.03,86.44,83.39,1,1,3,75,52,0,0,1,0,1,0,0,0,0
23,8.11,88.14,82.2,83.27,1,0,5,60,49,1,0,1,0,0,0,0,0,1
21,5.28,71.99,57.77,90.33,3,1,1,95,98,0,0,1,1,0,0,0,0,0
22,9.43,92.78,81.48,54.97,0,1,3,58,77,1,1,0,0,0,0,0,0,1
21,7.41,86.95,78.64,78.86,3,1,3,80,65,1,1,0,0,0,0,0,0,1
21,8.49,68.83,77.89,53.12,1,1,1,80,70,1,0,1,0,0,0,0,0,1
22,5.26,95.18,91.3,58.8,4,1,3,82,62,0,1,0,0,0,1,0,0,0
24,7.67,64.17,59.19,66.28,2,0,1,81,89,0,1,0,0,0,0,1,0,0
24,6.51,98.35,87.58,85.37,0,0,2,74,98,1,1,0,0,0,0,0,1,0
21,6.42,88.36,88.05,98.69,0,0,1,47,59,0,0,1,0,0,0,0,1,0
22,6.95,99.53,86.13,67.13,2,1,0,61,62,0,0,1,0,1,0,0,0,0
22,5.0,52.7,75.3,76.06,3,0,0,82,84,0,0,1,0,0,1,0,0,0
23,7.33,63.7,69.78,62.95,2,1,5,77,66,1,1,0,1,0,0,0,0,0
24,7.43,87.06,69.73,83.77,4,0,1,57,54,0,0,1,1,0,0,0,0,0
20,9.32,96.11,86.69,68.33,1,0,3,47,77,1,1,0,0,0,0,0,1,0
24,7.24,51.44,74.89,74.08,2,1,4,94,50,1,0,1,0,0,0,1,0,0
24,6.82,50.0,66.92,78.39,2,1,4,41,47,0,0,1,0,0,0,0,0,1
23,9.97,62.81,81.27,84.31,1,1,2,59,53,1,0,1,0,1,0,0,0,0
20,7.86,92.64,91.85,53.0,0,1,2,44,52,1,1,0,0,0,0,1,0,0
23,7.36,88.36,53.08,77.75,4,0,4,96,61,0,0,1,0,0,0,0,1,0
20,7.48,67.01,98.61,71.56,2,1,4,81,73,1,1,0,0,0,1,0,0,0
21,9.05,50.1,54.83,56.69,2,0,1,69,40,0,0,1,0,1,0,0,0,0
20,6.7,77.74,75.59,60.4,0,1,4,57,76,1,0,1,0,0,0,0,1,0
23,6.95,61.9,78.01,94.19,4,0,0,83,71,0,0,1,1,0,0,0,0,0
24,8.78,87.28,56.91,93.59,1,1,2,99,50,1,0,1,0,1,0,0,0,0
20,5.36,72.32,95.78,51.67,1,1,5,62,49,0,0,1,0,0,0,0,1,0
20,9.33,83.93,73.57,84.47,3,0,2,92,69,1,0,1,1,0,0,0,0,0
22,7.15,92.62,57.16,77.71,4,0,0,41,51,0,0,1,1,0,0,0,0,0
24,7.91,76.79,85.58,96.99,4,0,2,81,81,0,0,1,0,0,0,0,0,1
21,8.79,66.8,83.17,95.4,2,0,4,83,80,1,1,0,0,0,1,0,0,0
23,6.33,88.48,98.14,78.98,3,0,2,90,73,0,1,0,0,0,0,0,0,1
21,9.45,63.26,72.08,56.95,1,0,0,76,94,1,0,1,0,0,0,0,1,0
24,9.9,94.58,63.39,72.99,4,1,2,81,64,1,1,0,0,0,0,1,0,0
20,7.47,53.57,53.0,86.26,4,1,5,71,75,0,1,0,0,0,0,0,0,1
20,9.68,91.77,86.66,97.59,0,0,5,40,43,1,0,1,0,0,0,1,0,0
24,5.01,54.58,80.86,68.19,1,0,5,78,97,0,1,0,1,0,0,0,0,0
20,9.47,52.81,98.63,89.23,0,0,5,40,60,1,1,0,0,0,0,0,1,0
20,6.56,68.16,85.61,84.17,3,1,4,93,100,1,0,1,0,0,1,0,0,0
20,6.56,97.83,96.66,53.91,4,0,5,99,100,1,0,1,0,0,0,1,0,0
23,6.14,99.17,99.58,77.9,3,0,5,93,69,1,1,0,0,0,0,0,1,0
23,6.59,60.1,71.42,59.18,0,0,1,88,77,0,0,1,0,0,0,1,0,0
22,6.07,57.43,57.51,84.18,1,1,5,83,51,1,0,1,0,0,0,0,0,1
21,9.53,67.65,59.79,80.5,4,0,4,70,78,1,0,1,0,0,0,0,1,0
24,9.5,66.85,65.92,98.65,1,0,5,78,64,1,0,1,0,0,0,0,0,1
24,5.51,87.98,75.44,96.77,3,0,2,47,93,0,1,0,0,1,0,0,0,0
24,5.71,72.2,56.12,50.47,2,0,5,42,58,0,1,0,0,0,0,0,1,0
22,9.31,88.99,65.09,54.0,1,0,3,86,41,1,1,0,0,0,0,1,0,0
23,6.99,87.44,65.39,88.46,1,1,2,51,61,1,0,1,0,1,0,0,0,0
22,5.85,78.92,50.2,84.28,1,0,5,97,69,0,0,1,0,0,0,0,0,1
24,7.55,91.68,67.71,90.05,4,0,5,88,96,1,0,1,0,0,0,0,0,1
21,7.08,59.78,55.81,63.34,3,1,2,73,90,0,0,1,0,0,0,1,0,0
20,6.1,58.09,71.49,92.47,3,1,0,88,75,0,0,1,0,1,0,0,0,0
23,8.6,87.53,59.83,72.12,4,1,3,64,42,1,1,0,1,0,0,0,0,0
23,8.16,62.24,91.11,63.1,1,0,0,75,62,0,1,0,0,0,1,0,0,0
22,5.5,50.14,54.03,50.53,1,0,5,46,43,0,0,1,0,0,0,1,0,0
23,9.63,95.6,93.28,93.57,2,1,0,54,67,1,1,0,0,0,0,0,0,1
24,7.79,81.15,79.03,76.77,1,0,4,60,53,1,0,1,0,0,0,0,1,0
24,6.25,72.25,72.93,98.77,0,0,1,64,45,0,0,1,0,1,0,0,0,0
22,6.03,86.29,77.49,85.73,1,0,2,87,45,0,1,0,1,0,0,0,0,0
24,5.68,66.67,68.81,54.02,2,0,3,96,80,0,0,1,0,0,1,0,0,0
21,7.12,97.68,56.38,79.41,0,0,2,77,76,1,1,0,0,0,0,0,1,0
22,5.68,53.43,88.29,50.86,2,1,0,76,46,0,1,0,0,1,0,0,0,0
21,7.08,82.05,96.4,77.89,2,0,1,97,52,0,0,1,1,0,0,0,0,0
20,5.74,88.86,97.5,67.51,3,0,0,55,40,0,1,0,0,0,0,1,0,0
21,8.28,73.46,83.54,82.16,4,1,2,40,63,0,0,1,1,0,0,0,0,0
20,8.93,87.75,70.52,77.08,2,0,4,86,73,1,0,1,0,0,0,1,0,0
20,7.75,96.35,73.92,63.07,1,1,2,91,91,1,0,1,0,1,0,0,0,0
21,8.4,87.2,82.85,58.12,3,0,0,76,49,0,0,1,1,0,0,0,0,0
22,9.69,65.47,91.15,70.24,0,0,3,84,94,1,1,0,0,0,1,0,0,0
24,8.19,78.09,68.73,99.34,4,0,3,53,99,0,0,1,1,0,0,0,0,0
24,6.82,95.58,95.84,71.78,3,0,3,96,45,0,1,0,0,1,0,0,0,0
20,7.25,72.45,66.21,87.44,2,0,3,73,43,0,1,0,0,0,0,0,1,0
20,9.3,84.08,76.54,52.85,3,0,3,41,47,1,0,1,0,0,0,0,1,0
22,5.65,73.28,98.07,68.94,1,0,5,70,85,1,1,0,1,0,0,0,0,0
23,6.63,56.07,96.91,79.02,1,0,1,58,100,0,0,1,1,0,0,0,0,0
21,7.89,52.93,84.79,87.56,1,0,1,58,87,0,0,1,0,0,0,1,0,0
20,8.38,97.61,66.23,76.42,4,0,4,83,54,1,0,1,0,1,0,0,0,0
24,8.82,80.63,60.95,75.76,3,1,3,62,84,1,0,1,0,0,0,1,0,0
22,6.59,55.19,54.01,88.2,3,0,0,69,51,0,0,1,0,0,1,0,0,0
21,5.73,92.87,85.43,65.66,2,1,0,56,78,0,1,0,0,0,0,0,1,0
22,9.77,76.13,75.17,54.53,0,0,2,41,86,1,0,1,0,0,0,0,0,1
21,5.38,88.6,78.61,67.36,1,1,3,50,45,0,0,1,0,0,0,0,0,1
21,5.48,56.34,73.62,57.95,0,0,0,88,92,0,1,0,0,1,0,0,0,0
20,7.47,95.35,74.15,98.3,0,1,5,53,60,1,1,0,0,1,0,0,0,0
22,9.1,79.53,78.56,78.88,1,1,4,80,85,1,1,0,0,0,0,0,0,1
22,8.87,86.91,95.71,72.33,1,0,0,97,71,1,0,1,0,1,0,0,0,0
24,9.69,51.57,51.47,95.6,2,1,5,96,71,1,1,0,0,0,0,0,1,0
24,5.71,65.77,90.08,95.02,4,1,5,68,66,0,1,0,0,0,1,0,0,0
20,6.88,63.37,69.53,70.78,1,1,4,58,86,1,1,0,0,0,1,0,0,0
20,6.41,97.48,87.25,93.74,0,0,3,67,94,1,1,0,0,0,0,1,0,0
23,9.3,59.27,97.43,53.2,2,1,2,90,50,1,0,1,0,0,0,0,1,0
24,7.44,85.35,65.31,94.29,3,0,2,40,61,0,0,1,0,1,0,0,0,0
21,5.13,52.14,54.48,65.53,2,0,1,44,75,0,0,1,0,1,0,0,0,0
22,8.54,59.88,61.61,78.26,1,1,3,90,62,1,0,1,0,0,0,1,0,0
20,6.94,66.93,61.1,63.48,1,0,0,73,76,0,1,0,0,0,0,1,0,0
22,7.66,89.73,87.09,99.24,4,0,2,100,62,0,0,1,0,1,0,0,0,0
22,9.47,89.5,53.09,53.59,2,0,5,53,94,1,1,0,0,1,0,0,0,0
23,6.28,97.63,52.55,72.35,1,1,4,58,66,1,1,0,0,0,0,0,1,0
24,6.2,95.84,84.68,81.05,0,0,5,63,73,1,0,1,0,0,0,1,0,0
20,6.32,54.08,77.84,80.78,0,0,4,79,99,1,0,1,0,0,0,0,1,0
22,6.69,91.49,70.89,86.94,2,0,0,56,59,0,1,0,1,0,0,0,0,0
20,5.54,72.56,78.77,86.22,4,0,0,41,54,0,1,0,0,1,0,0,0,0
21,8.49,93.29,86.76,89.66,2,1,3,70,81,1,0,1,0,0,0,0,0,1
23,6.04,54.46,55.17,61.71,4,1,0,56,43,0,0,1,0,0,0,0,0,1
21,9.63,91.14,77.66,68.53,0,1,0,47,68,1,0,1,1,0,0,0,0,0
20,6.08,57.98,91.22,69.1,1,0,0,85,94,0,1,0,0,1,0,0,0,0
20,6.28,66.69,68.12,97.79,3,0,2,56,79,0,0,1,0,0,0,1,0,0
24,6.49,51.44,88.15,70.47,1,0,3,77,50,0,1,0,0,0,0,0,0,1
22,8.84,56.19,92.27,61.09,0,1,0,65,88,1,0,1,0,0,0,1,0,0
22,7.14,72.29,91.05,81.62,0,0,0,100,46,0,0,1,0,0,0,0,0,1
21,9.1,90.92,82.52,71.36,1,1,5,82,50,1,0,1,0,0,0,1,0,0
23,8.92,88.68,85.87,62.5,1,0,5,79,93,1,0,1,0,0,0,0,0,1
22,9.65,61.76,89.38,85.76,0,0,4,84,81,1,0,1,0,0,0,1,0,0
24,8.78,57.58,86.69,59.6,1,0,2,79,72,1,0,1,1,0,0,0,0,0
21,5.26,69.46,72.58,81.67,3,1,0,46,69,0,0,1,0,0,0,0,1,0
21,9.19,94.16,57.96,71.53,3,0,2,95,71,1,0,1,0,0,0,1,0,0
24,9.69,54.57,65.49,65.96,2,1,3,63,79,1,0,1,0,0,0,0,1,0
23,9.97,77.15,60.36,97.3,3,1,3,69,76,1,1,0,0,0,0,0,1,0
24,5.63,54.44,68.07,66.22,0,1,5,65,52,0,0,1,0,1,0,0,0,0
23,8.07,73.51,74.47,67.38,0,0,1,69,46,0,0,1,1,0,0,0,0,0
24,6.0,56.34,97.95,93.53,2,1,4,74,63,1,1,0,0,0,0,0,1,0
24,6.31,54.02,97.97,56.45,4,1,1,41,94,0,1,0,0,0,1,0,0,0
20,8.73,59.54,88.48,55.4,2,0,2,83,50,0,0,1,0,0,0,0,1,0
21,9.89,62.76,99.01,64.14,4,1,4,43,70,1,1,0,0,0,0,1,0,0
24,7.97,63.81,99.9,79.58,4,1,5,44,83,1,1,0,0,0,0,0,1,0
24,9.25,82.26,94.26,69.22,1,0,0,87,53,1,1,0,0,0,0,1,0,0
22,5.04,52.75,53.98,80.43,3,1,5,41,83,0,0,1,0,0,0,1,0,0
21,5.18,54.04,71.3,57.99,4,1,5,70,65,0,1,0,0,0,1,0,0,0
22,7.98,59.44,76.71,63.07,1,0,4,66,99,1,0,1,0,0,0,0,1,0
21,6.94,93.6,56.2,78.26,2,1,4,63,100,1,1,0,0,0,0,0,1,0
22,9.45,81.43,90.43,60.86,2,0,3,95,40,1,1,0,0,0,0,0,0,1
24,6.51,86.52,57.43,71.14,4,1,1,84,45,0,0,1,0,0,0,0,0,1
24,7.16,68.52,69.17,78.63,1,0,3,99,98,1,1,0,0,1,0,0,0,0
20,7.64,60.66,53.45,98.68,0,1,3,43,70,1,0,1,0,0,0,1,0,0
22,6.37,51.9,76.23,53.99,3,0,1,67,82,0,1,0,0,0,1,0,0,0
23,9.54,74.43,79.85,73.02,4,0,3,44,82,1,0,1,0,0,0,0,0,1
20,7.32,78.71,86.76,69.81,0,1,4,66,51,1,0,1,0,0,0,0,1,0
22,7.12,94.85,66.97,91.21,3,1,2,83,40,0,0,1,0,1,0,0,0,0
22,9.25,94.1,79.53,95.01,0,1,0,86,91,1,1,0,0,0,1,0,0,0
20,6.56,71.23,86.71,95.35,1,1,0,44,91,0,0,1,1,0,0,0,0,0
24,9.09,71.18,88.1,68.76,4,1,3,44,95,1,0,1,0,0,0,0,1,0
22,5.61,58.06,65.08,65.23,0,0,1,87,45,0,0,1,0,0,0,0,1,0
24,5.91,62.87,53.39,72.46,0,1,4,96,68,1,1,0,1,0,0,0,0,0
20,9.75,96.28,51.88,67.2,0,1,3,48,69,1,0,1,0,0,0,1,0,0
24,9.21,57.05,88.4,85.94,4,0,4,86,94,1,0,1,0,0,0,1,0,0
21,6.94,98.43,69.27,60.68,1,0,4,66,52,1,0,1,0,0,0,0,0,1
23,8.19,75.24,56.7,82.93,1,1,5,43,69,1,0,1,0,0,0,0,0,1
22,9.71,72.83,59.22,96.35,0,0,0,88,51,1,0,1,0,0,0,0,1,0
23,6.06,58.73,88.31,64.0,1,0,2,63,49,0,0,1,0,0,0,0,1,0
24,5.3,83.08,79.95,83.84,3,1,2,66,94,0,1,0,0,0,0,0,0,1
22,7.69,72.99,75.07,57.18,1,1,1,40,78,1,0,1,1,0,0,0,0,0
24,5.71,68.53,81.15,56.07,0,1,2,71,49,0,0,1,0,0,0,0,0,1
21,5.94,63.23,56.87,55.78,3,1,3,55,57,0,0,1,0,0,0,0,1,0
20,9.46,53.32,65.95,56.93,4,1,0,62,45,0,1,0,0,0,1,0,0,0
22,5.04,75.97,68.7,60.81,2,1,0,67,95,0,1,0,0,0,0,0,1,0
21,9.08,65.65,65.72,78.14,1,0,4,100,47,1,1,0,0,0,1,0,0,0
21,7.58,85.39,93.22,88.35,3,0,3,59,59,0,0,1,0,0,1,0,0,0
22,7.8,86.18,79.07,56.34,2,0,3,56,94,1,0,1,0,0,0,0,1,0
24,8.36,66.61,86.47,93.5,4,0,4,75,80,1,0,1,0,1,0,0,0,0
21,7.16,83.46,61.84,92.14,2,0,5,94,55,1,0,1,0,0,0,0,0,1
23,5.58,62.93,63.2,86.37,4,0,5,84,95,0,0,1,0,0,0,1,0,0
21,5.51,86.36,61.27,71.3,0,0,4,47,41,0,1,0,0,0,0,0,1,0
24,8.77,50.8,84.4,50.08,0,1,0,57,100,1,1,0,0,0,1,0,0,0
24,6.11,57.58,67.45,86.74,4,1,3,52,50,0,1,0,0,0,0,0,1,0
23,5.14,62.25,70.25,93.95,2,0,2,48,63,0,0,1,0,0,0,0,0,1
21,9.9,88.65,85.46,66.76,1,1,2,76,58,1,1,0,1,0,0,0,0,0
24,9.9,53.32,98.59,85.9,2,1,0,69,43,1,0,1,0,0,1,0,0,0
22,6.89,59.4,58.09,53.1,2,1,2,82,42,0,0,1,0,0,0,1,0,0
20,5.13,67.93,53.13,85.47,1,0,2,67,54,0,1,0,0,0,0,1,0,0
20,8.64,50.46,59.74,53.42,2,1,3,85,79,1,0,1,0,0,0,1,0,0
20,9.16,88.11,86.75,79.36,2,1,3,95,43,1,0,1,1,0,0,0,0,0
21,5.63,78.01,59.73,79.88,3,1,1,89,82,0,0,1,0,1,0,0,0,0
23,5.68,95.03,79.22,65.11,4,0,3,57,56,0,1,0,0,0,1,0,0,0
24,9.11,51.55,79.52,53.96,0,1,1,59,48,1,1,0,1,0,0,0,0,0
22,9.61,63.57,64.72,97.47,4,1,5,87,64,1,0,1,0,0,1,0,0,0
22,8.95,86.56,53.44,76.78,2,0,3,75,40,1,1,0,1,0,0,0,0,0
21,6.0,83.76,69.96,78.99,1,0,4,58,79,0,0,1,1,0,0,0,0,0
20,7.06,62.15,59.34,80.75,1,0,3,44,41,0,0,1,0,1,0,0,0,0
21,8.0,79.78,59.22,94.55,0,0,1,73,94,1,1,0,0,0,1,0,0,0
23,5.8,89.69,76.13,53.01,0,1,2,56,84,0,1,0,1,0,0,0,0,0
23,6.05,51.67,83.66,94.66,0,0,3,67,72,0,1,0,0,1,0,0,0,0
24,6.41,85.88,53.77,61.98,1,1,2,75,61,0,0,1,0,0,0,0,1,0
24,7.55,62.6,78.92,53.9,2,0,2,77,81,0,1,0,0,0,0,0,0,1
23,7.55,97.39,62.31,82.86,0,1,3,69,51,1,1,0,1,0,0,0,0,0
23,9.07,76.91,83.66,98.85,0,1,3,93,66,1,1,0,0,0,0,1,0,0
23,8.77,51.67,90.51,52.86,1,1,4,57,50,1,0,1,0,1,0,0,0,0
21,9.57,70.17,90.35,71.31,2,1,5,45,81,1,1,0,0,1,0,0,0,0
23,9.16,98.32,68.49,76.49,0,0,1,91,53,1,1,0,1,0,0,0,0,0
22,6.27,86.52,78.36,62.61,2,0,3,65,53,0,0,1,0,1,0,0,0,0
20,6.66,65.02,89.68,99.14,3,0,2,54,79,0,0,1,0,0,0,0,1,0
23,7.5,78.76,53.04,82.05,0,1,2,40,82,1,0,1,0,1,0,0,0,0
20,5.07,79.96,80.28,92.22,0,1,3,56,61,0,1,0,0,0,0,0,0,1
21,9.52,51.17,91.83,70.79,1,0,1,70,48,1,1,0,0,0,0,0,0,1
20,5.22,58.94,68.62,67.7,3,0,5,41,54,0,1,0,0,0,0,1,0,0
21,6.61,77.59,72.77,77.66,3,1,2,75,98,0,1,0,0,0,0,0,1,0
22,7.85,70.14,84.94,71.76,3,0,5,95,72,1,0,1,0,0,0,0,0,1
21,7.59,59.5,53.39,85.75,4,0,5,74,96,0,0,1,1,0,0,0,0,0
21,8.27,88.63,69.28,63.29,1,1,4,66,58,1,0,1,0,0,1,0,0,0
24,7.64,74.45,64.79,72.48,1,1,2,92,70,1,0,1,0,0,1,0,0,0
23,6.15,65.5,50.85,94.76,0,1,1,42,57,0,0,1,0,0,1,0,0,0
23,6.01,58.08,59.8,87.81,1,0,0,95,51,0,0,1,1,0,0,0,0,0
22,9.54,80.56,69.79,58.4,0,1,4,85,79,1,0,1,0,1,0,0,0,0
22,6.32,83.31,59.87,94.34,0,1,4,59,97,1,0,1,1,0,0,0,0,0
23,6.4,83.48,80.12,79.45,4,0,0,98,76,0,0,1,0,1,0,0,0,0
24,7.06,61.01,72.43,83.96,1,1,4,47,84,1,0,1,0,0,1,0,0,0
23,5.7,79.77,51.97,64.71,1,0,4,68,88,0,0,1,0,0,0,1,0,0
24,7.54,95.27,63.75,72.08,4,1,4,47,40,0,1,0,0,0,0,1,0,0
22,8.33,67.66,50.97,90.34,4,0,2,80,73,0,1,0,0,1,0,0,0,0
20,8.93,60.54,67.91,66.53,1,0,2,89,46,1,1,0,0,0,1,0,0,0
22,8.56,88.61,62.96,58.25,1,0,3,66,41,1,0,1,1,0,0,0,0,0
22,5.74,58.84,84.41,68.92,0,1,3,65,96,1,1,0,0,0,0,1,0,0
21,7.28,62.69,65.37,53.46,2,1,2,78,61,0,1,0,0,1,0,0,0,0
21,5.19,55.03,68.76,85.89,0,0,4,49,43,0,1,0,1,0,0,0,0,0
21,5.09,63.39,86.27,57.39,3,1,1,69,99,0,0,1,0,0,1,0,0,0
21,7.2,70.52,74.05,64.26,3,0,0,72,84,0,1,0,0,0,0,0,1,0
24,6.26,53.21,77.82,94.05,2,0,3,100,85,0,1,0,0,0,1,0,0,0
23,8.42,93.59,92.07,77.02,4,0,4,75,59,1,1,0,0,0,1,0,0,0
20,8.62,75.68,60.34,66.07,3,1,3,59,42,1,1,0,1,0,0,0,0,0
22,9.48,79.41,99.46,77.38,4,0,5,43,48,1,0,1,1,0,0,0,0,0
24,8.8,68.56,95.01,60.91,4,0,1,62,57,0,0,1,0,0,0,0,0,1
20,5.24,83.49,64.33,51.26,0,0,5,68,96,0,0,1,0,0,0,0,0,1
24,6.86,71.59,94.65,80.19,4,0,4,85,55,0,1,0,1,0,0,0,0,0
24,6.37,88.07,87.7,85.71,2,1,2,71,90,1,0,1,1,0,0,0,0,0
22,6.93,91.07,96.54,93.99,0,0,1,76,91,1,0,1,0,0,0,0,1,0
23,5.8,83.59,84.56,88.59,2,0,3,76,48,0,0,1,0,0,0,0,1,0
21,5.49,74.57,83.72,96.33,4,1,4,90,58,0,0,1,0,0,1,0,0,0
23,7.6,89.11,50.17,99.3,3,1,5,65,45,1,0,1,0,0,0,1,0,0
22,8.6,74.71,73.73,87.25,4,1,4,92,83,1,1,0,0,0,0,0,1,0
22,8.51,55.58,60.01,93.4,2,0,0,44,54,0,1,0,0,0,1,0,0,0
22,7.25,55.82,66.2,83.69,1,0,0,63,92,0,0,1,0,1,0,0,0,0
20,7.61,97.43,98.94,58.55,1,1,5,82,45,1,0,1,0,0,0,0,0,1
23,7.58,60.68,54.28,59.09,3,0,0,41,44,0,0,1,0,0,0,1,0,0
23,8.46,90.8,86.12,55.51,2,0,2,54,68,1,1,0,0,0,1,0,0,0
24,5.24,62.34,58.65,97.15,3,0,4,85,85,0,0,1,1,0,0,0,0,0
24,8.55,71.54,50.37,83.64,0,0,4,85,66,1,0,1,0,1,0,0,0,0
24,7.91,82.75,75.07,89.5,4,0,3,79,90,0,0,1,0,0,0,0,0,1
22,5.99,57.94,58.06,66.56,0,0,2,91,89,0,1,0,0,1,0,0,0,0
23,5.25,86.86,98.27,73.02,1,1,0,96,97,0,1,0,0,0,1,0,0,0
22,5.54,84.5,60.18,51.99,4,0,4,47,84,0,1,0,0,0,0,0,1,0
20,7.62,77.15,59.6,94.45,0,0,0,76,80,1,1,0,0,0,0,0,0,1
24,8.79,78.29,51.61,92.65,1,1,1,76,91,1,0,1,0,1,0,0,0,0
22,6.67,55.29,66.49,89.24,0,1,2,96,65,1,0,1,0,0,0,0,1,0
22,6.9,71.8,51.21,52.92,4,1,0,100,67,0,0,1,0,0,0,1,0,0
20,9.67,54.33,74.94,58.71,0,1,2,53,93,1,0,1,0,0,1,0,0,0
21,6.07,65.39,75.28,66.71,4,0,5,44,71,0,0,1,0,0,1,0,0,0
23,5.52,95.02,52.66,63.15,0,0,4,100,64,0,0,1,0,0,0,0,0,1
21,6.72,78.73,62.0,91.92,3,1,1,48,92,0,0,1,0,1,0,0,0,0
24,8.73,87.14,91.61,59.74,0,1,3,61,46,1,1,0,0,0,0,1,0,0
22,8.13,78.69,73.13,76.61,0,0,1,98,99,1,1,0,1,0,0,0,0,0
20,7.08,59.71,71.73,78.57,3,1,2,82,69,0,1,0,0,0,0,0,0,1
20,9.82,79.74,84.94,71.25,1,1,1,88,92,1,1,0,1,0,0,0,0,0
23,8.67,87.77,85.74,62.03,4,1,4,98,70,1,0,1,0,0,0,0,0,1
21,5.31,56.92,88.1,98.01,2,1,2,83,51,0,1,0,0,1,0,0,0,0
23,8.72,90.85,91.52,70.67,1,1,2,83,48,1,0,1,0,0,0,1,0,0
22,5.12,77.77,61.61,86.37,4,1,4,95,73,0,1,0,0,1,0,0,0,0
23,8.25,50.21,53.32,59.2,0,0,5,87,42,1,0,1,0,0,1,0,0,0
20,6.05,75.99,69.01,91.14,1,1,0,69,76,0,1,0,1,0,0,0,0,0
20,8.48,69.78,92.75,60.79,0,1,3,72,89,1,0,1,0,0,0,0,1,0
24,6.55,64.82,53.9,83.77,1,0,5,89,67,1,0,1,0,0,1,0,0,0
24,9.37,88.56,78.8,75.32,1,0,5,77,85,1,1,0,0,0,1,0,0,0
22,6.68,94.97,85.05,57.33,2,1,1,76,61,0,0,1,1,0,0,0,0,0
21,8.1,88.13,74.07,51.25,3,1,5,89,65,1,1,0,0,0,0,0,0,1
23,6.43,92.34,62.76,96.54,1,0,3,84,58,0,1,0,0,0,1,0,0,0
22,9.59,95.44,66.32,56.28,0,0,3,77,60,1,1,0,0,0,0,1,0,0
24,8.9,95.63,53.58,85.25,2,1,5,46,76,1,1,0,0,0,1,0,0,0
23,6.22,55.73,64.63,82.63,1,1,4,42,49,0,1,0,0,0,0,1,0,0
24,9.74,72.82,52.22,67.09,3,0,0,82,55,0,0,1,0,1,0,0,0,0
23,6.79,50.01,86.32,59.27,0,0,3,79,63,0,1,0,0,0,0,0,0,1
21,8.26,75.32,94.9,58.92,2,1,2,71,64,1,1,0,0,0,0,1,0,0
22,8.71,96.21,81.68,79.27,4,1,5,75,91,1,1,0,0,0,1,0,0,0
23,5.11,59.96,82.84,77.35,3,1,0,81,65,0,0,1,0,0,0,0,0,1
20,9.79,81.99,73.61,93.8,4,1,4,80,40,1,1,0,0,0,0,0,0,1
20,6.72,82.22,57.8,82.0,4,0,5,94,92,0,1,0,0,0,0,1,0,0
23,5.95,58.02,50.39,90.96,2,1,3,84,43,0,1,0,0,0,0,1,0,0
23,9.25,61.93,67.2,51.62,2,0,5,58,76,1,0,1,0,0,0,0,1,0
23,8.51,73.1,87.57,83.55,2,1,4,70,82,1,0,1,0,0,0,0,1,0
20,5.43,59.41,98.02,61.69,4,1,1,69,53,0,0,1,0,0,0,0,0,1
20,5.59,79.25,71.55,62.64,0,1,4,86,96,1,1,0,1,0,0,0,0,0
23,8.58,74.23,68.27,86.03,2,0,2,76,63,1,1,0,1,0,0,0,0,0
24,5.37,75.96,72.3,89.67,3,0,4,64,66,0,0,1,0,0,0,0,1,0
24,9.59,56.72,71.39,68.59,2,0,0,52,82,0,0,1,0,0,1,0,0,0
21,8.71,75.86,81.29,89.5,2,0,1,51,66,1,0,1,0,1,0,0,0,0
22,6.68,52.47,86.71,72.19,2,1,5,48,63,1,0,1,0,0,0,0,0,1
24,6.81,94.08,89.25,92.88,4,0,5,95,79,1,1,0,0,1,0,0,0,0
20,7.53,67.16,82.48,51.25,0,1,2,79,40,1,1,0,0,0,0,0,1,0
24,6.8,92.82,71.89,54.17,2,0,1,48,99,0,0,1,0,0,0,1,0,0
21,8.92,85.08,97.51,88.82,4,1,2,92,78,1,0,1,0,0,0,0,0,1
