Student_ID,Age,Gender,Department,CGPA,Attendance,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Communication_Score,Aptitude_Score,Placement_Status,Package_LPA
1694,20,Male,CSE,5.7,91.97,56.81,74.51,0,Yes,3,75,85,Placed,10.86
1695,20,Female,IT,6.86,87.26,74.27,50.27,2,Yes,5,45,69,Placed,6.53
1696,21,Male,IT,8.53,52.94,89.95,61.31,3,Yes,4,44,44,Placed,5.04
1697,23,Male,IT,6.92,60.47,97.56,59.69,3,Yes,2,63,46,Not Placed,0.0
1698,21,Male,ME,6.23,77.86,94.48,87.59,4,No,5,68,63,Not Placed,0.0
1699,21,Male,EEE,7.89,84.22,72.87,73.86,2,No,1,68,70,Not Placed,0.0
1700,21,Female,CSE,7.09,56.88,81.82,57.99,4,No,1,41,87,Not Placed,0.0
1701,22,Male,EEE,5.83,62.24,61.53,62.84,1,Yes,1,45,69,Not Placed,0.0
1702,22,Male,EEE,5.77,59.66,70.15,75.2,4,No,0,73,82,Not Placed,0.0
1703,21,Male,IT,8.54,61.0,93.56,50.98,1,No,2,51,97,Placed,5.17
1704,23,Male,EEE,9.87,96.04,51.46,71.21,1,Yes,4,61,54,Placed,11.56
1705,20,Male,CSE,6.17,85.79,76.64,83.9,2,No,3,43,75,Not Placed,0.0
1706,23,Female,CSE,8.87,86.86,93.64,75.89,1,No,1,84,49,Placed,5.59
1707,24,Male,CE,5.44,89.7,56.1,79.9,1,Yes,2,88,40,Not Placed,0.0
1708,22,Male,ECE,6.91,67.83,99.13,66.33,4,Yes,4,45,46,Not Placed,0.0
1709,20,Male,ME,7.53,88.36,50.62,59.15,2,Yes,1,42,83,Not Placed,0.0
1710,20,Female,EEE,6.34,98.92,94.31,90.49,2,No,2,52,100,Not Placed,0.0
1711,24,Male,ME,7.65,84.92,67.68,95.28,1,Yes,5,62,65,Placed,11.32
1712,24,Male,ME,9.41,70.84,56.63,75.54,4,Yes,4,74,82,Placed,13.91
1713,21,Female,ME,9.72,85.82,57.87,65.25,4,No,5,65,82,Placed,14.37
1714,22,Female,CE,5.5,95.04,85.06,75.56,4,No,2,91,96,Not Placed,0.0
1715,22,Male,ME,6.36,56.44,93.54,93.95,4,Yes,3,48,88,Not Placed,0.0
1716,23,Male,CE,9.9,63.26,82.05,84.57,0,No,2,62,69,Placed,3.23
1717,21,Female,CSE,6.35,95.96,96.44,92.93,1,No,2,43,40,Not Placed,0.0
1718,21,Male,EEE,8.46,97.31,92.12,66.42,1,No,0,73,54,Placed,3.48
1719,21,Female,CE,6.27,74.21,50.45,85.6,1,No,3,76,94,Not Placed,0.0
1720,21,Female,ECE,6.78,68.73,83.47,82.65,2,Yes,5,47,96,Placed,7.58
1721,22,Male,ME,5.96,64.14,65.23,78.58,2,No,2,73,92,Not Placed,0.0
1722,22,Male,ECE,9.28,74.94,72.73,76.41,4,No,3,96,59,Placed,9.14
1723,21,Male,CSE,9.41,96.73,54.7,77.55,2,No,2,76,61,Placed,10.79
1724,23,Female,CSE,6.48,57.49,64.1,92.48,3,No,3,45,64,Not Placed,0.0
1725,20,Male,IT,9.12,70.99,81.63,95.8,1,No,4,46,89,Placed,10.23
1726,20,Male,ME,6.79,95.58,60.92,55.64,1,Yes,1,84,92,Placed,12.79
1727,23,Female,IT,5.5,67.46,82.38,78.44,0,Yes,0,80,75,Not Placed,0.0
1728,21,Female,ECE,8.79,88.4,96.15,95.92,0,Yes,1,78,100,Placed,14.19
1729,22,Male,EEE,7.98,69.46,50.25,56.74,3,Yes,2,75,90,Not Placed,0.0
1730,20,Female,IT,6.37,90.25,89.29,70.64,0,No,2,44,76,Not Placed,0.0
1731,24,Male,CSE,6.26,99.05,82.07,54.45,4,Yes,4,99,85,Not Placed,0.0
1732,24,Male,ME,9.88,69.39,52.33,55.67,4,Yes,2,42,94,Placed,9.51
1733,23,Male,ECE,9.31,92.25,89.51,95.21,1,No,5,56,84,Placed,14.82
1734,21,Male,CE,9.05,99.42,61.23,72.31,4,No,3,58,66,Placed,10.32
1735,20,Male,CSE,5.64,99.19,63.29,84.44,0,No,5,84,58,Placed,9.66
1736,21,Male,CE,8.78,71.69,54.68,56.95,3,No,1,40,58,Not Placed,0.0
1737,20,Female,EEE,6.07,74.29,76.72,51.1,4,No,2,76,55,Not Placed,0.0
1738,23,Female,ME,9.89,65.17,74.91,94.52,1,No,4,94,93,Placed,3.65
1739,23,Female,EEE,5.26,65.7,67.36,78.73,1,No,0,48,60,Not Placed,0.0
1740,24,Male,EEE,6.76,74.62,58.44,51.0,0,No,5,43,90,Placed,5.11
1741,21,Male,ME,7.14,60.03,91.9,99.62,4,Yes,1,81,72,Not Placed,0.0
1742,24,Male,ME,9.12,85.56,93.82,74.61,0,No,4,85,81,Placed,13.23
1743,21,Female,CE,8.83,76.82,77.03,73.79,1,No,4,49,70,Placed,6.81
1744,24,Female,EEE,6.87,94.9,62.21,81.05,3,No,1,71,73,Not Placed,0.0
1745,22,Male,ECE,7.83,90.53,54.81,50.4,4,No,4,40,54,Not Placed,0.0
1746,22,Male,CE,9.18,66.12,93.43,78.46,3,No,0,62,90,Not Placed,0.0
1747,22,Male,ME,5.09,75.29,54.8,81.47,4,No,0,90,75,Not Placed,0.0
1748,22,Male,CSE,9.01,87.53,50.66,64.85,1,Yes,2,56,92,Placed,6.92
1749,20,Male,CE,9.73,59.66,73.47,86.34,4,Yes,3,91,65,Placed,3.78
1750,22,Female,IT,5.16,51.58,86.56,68.87,1,Yes,2,69,69,Not Placed,0.0
1751,23,Female,ECE,5.23,92.62,72.88,85.89,2,Yes,3,66,70,Not Placed,0.0
1752,23,Male,CE,6.72,56.88,52.57,57.19,1,Yes,1,96,64,Not Placed,0.0
1753,20,Male,ME,5.44,94.47,84.5,95.68,1,No,4,54,43,Not Placed,0.0
1754,22,Female,ME,7.4,95.68,82.12,93.97,4,No,2,93,51,Not Placed,0.0
1755,22,Male,ECE,8.64,73.04,84.08,57.53,3,No,4,77,96,Placed,10.78
1756,22,Male,IT,7.83,90.34,60.56,96.92,1,No,2,46,92,Placed,11.42
1757,24,Male,CE,5.98,68.16,89.78,77.89,4,No,2,72,100,Not Placed,0.0
1758,21,Male,CE,8.27,92.91,73.96,85.08,1,Yes,0,44,58,Placed,13.91
1759,24,Male,EEE,8.42,91.23,76.82,92.01,0,No,3,91,94,Placed,13.34
1760,21,Female,CSE,9.66,53.93,77.29,54.18,0,No,1,91,95,Placed,10.78
1761,22,Male,ME,5.73,79.13,64.34,58.46,0,Yes,4,78,48,Placed,8.4
1762,22,Male,CE,8.46,82.0,62.51,64.52,0,Yes,2,73,64,Placed,11.15
1763,24,Female,CE,9.56,50.04,50.24,73.86,3,Yes,4,92,93,Placed,11.0
1764,24,Male,CE,7.51,99.0,69.83,67.3,1,No,0,94,87,Not Placed,0.0
1765,21,Female,IT,6.81,70.33,74.26,75.29,0,No,1,42,86,Not Placed,0.0
1766,23,Female,CSE,5.85,75.87,87.14,59.3,4,No,3,71,80,Not Placed,0.0
1767,21,Male,CE,9.33,59.74,53.33,84.11,0,Yes,3,41,90,Placed,13.79
1768,24,Female,ECE,6.97,80.55,96.2,52.79,2,Yes,2,55,89,Placed,6.88
1769,24,Male,ME,9.62,90.53,63.2,68.07,2,Yes,1,99,92,Placed,12.67
1770,20,Female,EEE,9.24,79.29,68.34,58.95,3,Yes,3,56,46,Placed,7.53
1771,24,Male,ECE,6.88,89.4,52.42,86.5,2,Yes,1,92,66,Not Placed,0.0
1772,20,Female,ME,7.87,86.56,82.66,94.18,4,Yes,4,51,87,Placed,5.65
1773,23,Female,IT,5.14,61.88,85.45,53.94,0,No,0,99,86,Not Placed,0.0
1774,21,Male,CSE,6.32,71.79,96.44,89.25,2,Yes,1,44,94,Not Placed,0.0
1775,21,Male,CSE,8.55,57.43,66.84,94.79,2,Yes,1,43,82,Placed,8.89
1776,20,Female,ME,8.39,52.1,62.87,98.7,3,No,3,95,45,Not Placed,0.0
1777,21,Female,ECE,6.77,53.15,86.3,78.97,2,No,5,55,74,Not Placed,0.0
1778,24,Male,EEE,9.04,97.12,85.34,66.37,0,No,2,57,71,Placed,12.85
1779,22,Female,IT,6.18,99.23,96.86,66.1,1,Yes,2,84,53,Placed,12.07
1780,20,Male,ME,7.31,54.75,60.27,68.95,0,No,5,99,45,Placed,3.61
1781,21,Male,IT,7.36,66.76,85.26,80.63,2,No,5,59,88,Placed,8.91
1782,20,Male,CSE,6.7,55.72,53.34,74.51,2,Yes,5,92,90,Placed,13.23
1783,20,Male,CE,9.77,91.71,74.02,82.68,2,Yes,4,48,57,Placed,10.8
1784,22,Female,CE,8.48,74.81,55.97,51.97,3,No,3,55,70,Not Placed,0.0
1785,24,Male,EEE,7.7,81.06,82.66,55.29,4,No,3,74,91,Not Placed,0.0
1786,20,Female,IT,7.55,77.0,80.07,98.83,0,Yes,0,68,55,Placed,9.68
1787,21,Male,ME,5.8,85.51,52.44,99.77,2,Yes,2,88,95,Not Placed,0.0
1788,23,Male,EEE,6.86,65.96,65.98,87.33,1,No,3,69,42,Not Placed,0.0
1789,20,Male,ECE,8.36,56.87,69.75,62.82,3,Yes,5,59,70,Placed,10.62
1790,20,Male,CE,9.62,50.88,62.4,97.67,4,No,4,81,77,Placed,5.43
1791,22,Male,ME,9.08,72.28,51.93,60.69,2,Yes,0,61,97,Placed,9.6
1792,24,Male,IT,6.5,95.39,65.94,86.57,0,No,2,62,56,Not Placed,0.0
1793,23,Female,EEE,7.17,65.26,89.63,55.76,1,Yes,2,91,91,Placed,7.5
1794,21,Male,ME,5.41,59.8,68.01,82.45,3,Yes,2,75,44,Not Placed,0.0
1795,23,Male,EEE,5.51,96.3,66.17,87.98,0,No,0,61,92,Not Placed,0.0
1796,21,Male,EEE,7.35,55.27,97.09,92.98,0,Yes,4,40,55,Placed,3.85
1797,24,Female,EEE,7.65,52.59,52.08,86.72,3,Yes,4,60,56,Not Placed,0.0
1798,21,Female,IT,6.32,93.97,88.36,96.17,0,No,3,87,70,Placed,14.32
1799,22,Male,ME,8.21,85.05,74.15,76.05,1,Yes,3,82,55,Placed,14.58
1800,22,Male,CSE,8.52,71.1,97.22,83.87,1,Yes,2,58,96,Placed,8.19
1801,22,Male,CSE,6.5,87.62,69.67,68.48,0,Yes,5,47,60,Placed,10.48
1802,22,Female,IT,8.79,87.07,85.4,50.52,2,No,1,44,80,Not Placed,0.0
1803,23,Male,IT,6.03,52.0,53.5,87.83,0,No,3,94,78,Not Placed,0.0
1804,24,Male,CE,7.72,83.81,96.44,93.49,2,No,4,95,76,Placed,3.33
1805,21,Male,EEE,9.02,82.04,67.23,58.7,0,No,2,79,80,Placed,7.61
1806,21,Male,ME,7.69,98.19,76.2,51.43,4,Yes,4,68,92,Placed,13.61
1807,22,Male,ME,9.54,98.33,56.92,58.23,1,Yes,2,57,49,Placed,9.06
1808,22,Female,ECE,5.29,68.89,97.28,94.76,0,No,0,68,71,Not Placed,0.0
1809,20,Male,ECE,7.94,79.49,83.65,64.78,1,No,3,54,64,Placed,11.3
1810,24,Female,CSE,7.81,57.07,52.7,61.69,3,No,5,89,92,Placed,9.89
1811,23,Male,ECE,8.3,53.32,57.76,50.73,4,No,0,84,72,Not Placed,0.0
1812,21,Male,ECE,9.17,71.64,69.99,64.85,2,Yes,3,70,78,Placed,9.73
1813,20,Female,CSE,8.63,84.49,60.84,85.78,3,No,5,54,92,Placed,10.78
1814,20,Male,CE,8.95,78.39,65.23,97.95,4,No,5,97,76,Placed,10.7
1815,21,Female,CSE,6.44,71.48,99.87,65.64,3,Yes,5,92,77,Placed,11.74
1816,23,Male,ECE,6.94,90.91,82.93,62.03,1,Yes,4,84,77,Placed,9.24
1817,20,Male,ME,8.13,89.72,96.11,94.4,4,No,4,42,94,Placed,13.8
1818,20,Female,ECE,7.77,86.6,71.79,92.63,3,No,1,83,67,Not Placed,0.0
1819,24,Male,EEE,9.81,53.85,85.51,66.41,2,No,4,83,54,Placed,9.22
1820,23,Female,EEE,5.93,89.82,72.98,53.44,4,No,2,81,47,Not Placed,0.0
1821,20,Male,EEE,6.76,95.97,66.41,99.6,4,No,1,72,40,Not Placed,0.0
1822,23,Female,CE,7.86,52.97,75.96,84.04,3,Yes,2,63,49,Not Placed,0.0
1823,21,Male,IT,9.34,70.08,71.37,96.33,0,No,1,77,98,Placed,4.52
1824,22,Male,EEE,9.65,99.42,99.03,67.09,2,No,2,90,74,Placed,6.98
1825,20,Female,ME,6.68,79.96,74.81,82.38,2,No,1,63,93,Not Placed,0.0
1826,24,Female,CE,5.34,75.68,90.56,83.72,3,No,3,52,87,Not Placed,0.0
1827,21,Female,IT,7.11,58.87,83.34,93.65,1,No,5,66,72,Placed,9.84
1828,23,Female,IT,6.97,78.27,73.98,99.65,1,Yes,3,72,55,Placed,12.66
1829,21,Female,EEE,9.93,71.95,73.71,55.43,0,No,1,58,53,Placed,10.03
1830,20,Male,ECE,7.16,56.37,67.09,81.56,0,No,0,64,44,Not Placed,0.0
1831,23,Male,CSE,6.53,73.22,55.35,66.82,3,No,1,45,55,Not Placed,0.0
1832,22,Male,ECE,6.83,58.22,88.07,90.58,1,Yes,0,72,60,Not Placed,0.0
1833,21,Male,ECE,6.98,86.53,95.9,87.71,2,Yes,5,64,97,Placed,11.51
1834,20,Male,IT,9.11,98.68,60.9,94.63,1,No,2,62,96,Placed,13.4
1835,24,Male,IT,5.41,73.48,96.28,67.19,3,No,1,88,50,Not Placed,0.0
1836,23,Male,CE,6.58,81.62,61.62,59.23,1,Yes,0,56,89,Not Placed,0.0
1837,21,Female,CE,9.83,71.55,76.5,51.09,4,No,5,60,46,Placed,8.61
1838,21,Male,IT,5.77,56.92,67.18,62.78,3,No,1,82,96,Not Placed,0.0
1839,22,Male,ME,8.71,98.53,55.73,68.36,4,Yes,3,59,47,Placed,5.89
1840,22,Male,ME,6.78,56.48,52.64,97.3,3,Yes,3,51,56,Not Placed,0.0
1841,24,Female,CSE,7.91,55.58,68.27,74.57,2,Yes,1,95,69,Not Placed,0.0
1842,24,Female,IT,5.5,72.96,52.37,77.82,3,Yes,1,52,53,Not Placed,0.0
1843,20,Female,EEE,6.53,82.94,55.21,94.01,3,Yes,4,57,88,Placed,3.45
1844,20,Male,CE,7.5,67.75,57.11,94.25,3,No,5,61,83,Placed,13.2
1845,24,Male,IT,6.16,59.63,50.1,76.4,3,Yes,3,63,89,Not Placed,0.0
1846,24,Male,ME,7.71,90.95,57.66,55.69,0,Yes,2,72,72,Placed,12.73
1847,23,Male,IT,6.1,68.16,78.86,63.53,4,No,1,42,63,Not Placed,0.0
1848,22,Male,ME,8.25,59.72,90.98,72.84,3,No,4,56,46,Not Placed,0.0
1849,20,Male,IT,9.52,68.25,59.67,87.56,3,Yes,5,78,77,Placed,14.25
1850,22,Male,EEE,5.43,60.73,54.04,85.58,0,No,1,71,54,Not Placed,0.0
1851,22,Female,CSE,6.08,75.97,86.48,82.14,1,Yes,3,56,89,Placed,8.3
1852,24,Female,EEE,9.22,83.41,50.41,94.01,0,Yes,0,87,82,Placed,10.18
1853,23,Male,ME,8.16,89.98,86.71,90.13,0,No,5,83,64,Placed,12.8
1854,21,Male,CE,5.39,61.38,56.56,99.11,0,No,0,64,100,Not Placed,0.0
1855,23,Male,CE,7.43,58.35,61.41,94.46,3,No,3,47,56,Not Placed,0.0
1856,23,Male,ECE,6.05,50.98,56.0,59.78,0,No,2,82,72,Not Placed,0.0
1857,22,Female,EEE,6.0,61.4,62.37,52.88,0,Yes,5,74,41,Placed,9.48
1858,23,Male,IT,9.7,51.2,89.91,70.73,0,No,4,99,78,Placed,14.62
1859,20,Female,CSE,8.81,67.27,56.63,80.88,3,No,1,68,49,Not Placed,0.0
1860,22,Male,IT,8.48,57.28,99.71,82.16,2,No,1,51,53,Not Placed,0.0
1861,20,Female,IT,6.19,78.99,66.35,63.38,2,Yes,1,75,51,Not Placed,0.0
1862,21,Male,EEE,5.59,69.19,96.1,92.99,1,Yes,4,48,56,Placed,12.71
1863,22,Female,CSE,9.35,54.68,59.5,66.46,3,No,4,65,53,Placed,8.2
1864,21,Male,ECE,5.03,69.99,59.39,95.96,0,No,3,61,90,Not Placed,0.0
1865,22,Female,IT,6.94,60.47,78.27,73.58,0,Yes,4,92,49,Placed,4.34
1866,24,Male,CSE,6.39,84.01,52.53,50.52,0,Yes,1,100,95,Placed,8.77
1867,23,Male,ECE,7.85,68.22,90.05,58.1,2,Yes,5,70,83,Placed,8.79
1868,24,Female,IT,6.25,57.35,71.98,55.12,0,No,1,92,78,Not Placed,0.0
1869,21,Female,CSE,6.56,67.48,84.96,52.2,0,Yes,4,88,79,Placed,4.4
1870,23,Female,EEE,9.25,61.22,58.73,85.7,2,Yes,4,87,68,Placed,4.24
1871,22,Female,CE,8.02,89.79,82.12,59.62,0,No,3,83,84,Placed,13.81
1872,23,Female,CE,5.73,99.17,79.7,91.93,1,Yes,0,69,99,Not Placed,0.0
1873,20,Male,IT,8.63,51.27,87.78,63.22,4,Yes,4,54,45,Not Placed,0.0
1874,23,Male,IT,6.04,84.5,64.87,51.62,1,Yes,0,86,79,Not Placed,0.0
1875,20,Male,CSE,7.17,63.2,96.66,91.03,3,Yes,2,72,70,Not Placed,0.0
1876,23,Female,CE,8.23,53.32,98.07,73.31,1,Yes,0,42,76,Placed,13.0
1877,20,Male,IT,6.36,50.72,93.41,79.98,1,Yes,4,73,48,Placed,7.82
1878,21,Male,ECE,6.92,94.05,78.6,66.81,2,Yes,1,97,97,Placed,12.13
1879,24,Female,IT,8.67,67.68,71.01,52.3,3,No,1,56,82,Not Placed,0.0
1880,22,Female,CE,9.69,99.73,52.9,68.51,1,Yes,4,83,84,Placed,14.23
1881,23,Male,ME,7.65,72.12,97.36,75.91,4,No,3,44,72,Not Placed,0.0
1882,24,Male,CE,5.05,59.38,97.59,50.58,1,Yes,5,69,46,Not Placed,0.0
1883,22,Male,ECE,6.69,88.86,50.93,78.71,0,Yes,4,82,77,Placed,14.64
1884,22,Male,CSE,6.99,96.32,67.84,94.65,2,No,4,90,47,Placed,11.85
1885,20,Male,ECE,6.7,90.78,94.0,60.89,0,Yes,5,54,73,Placed,12.27
1886,21,Female,ME,7.18,87.26,54.04,96.34,3,Yes,3,78,56,Placed,6.55
1887,21,Female,ME,8.16,66.73,59.83,54.88,3,No,3,47,56,Not Placed,0.0
1888,24,Female,IT,5.61,53.22,98.93,91.27,2,No,2,81,69,Not Placed,0.0
1889,21,Male,IT,6.36,60.06,92.36,92.02,1,No,2,77,57,Not Placed,0.0
1890,23,Female,CE,7.54,72.34,95.6,62.89,3,No,2,67,92,Not Placed,0.0
1891,21,Male,EEE,6.58,97.81,57.11,97.89,4,Yes,3,60,78,Not Placed,0.0
1892,24,Male,ECE,9.96,86.14,60.57,70.83,2,No,0,86,54,Placed,5.58
1893,21,Female,CE,7.16,91.41,80.27,57.06,0,No,4,49,84,Placed,5.91
1894,23,Male,EEE,9.35,63.86,75.09,79.59,4,Yes,2,67,96,Placed,5.92
1895,20,Male,CE,9.48,84.19,64.93,99.83,2,No,0,60,59,Placed,12.5
1896,24,Female,ME,9.18,93.12,94.19,94.96,4,Yes,4,88,100,Placed,9.13
1897,20,Male,IT,5.23,73.97,95.07,63.93,2,No,5,67,64,Not Placed,0.0
1898,20,Female,IT,9.74,71.49,64.58,78.85,0,Yes,5,61,53,Placed,13.13
1899,20,Male,CE,5.64,85.97,57.79,55.77,1,No,5,77,66,Not Placed,0.0
1900,22,Female,IT,5.17,78.0,57.45,73.09,2,Yes,0,58,86,Not Placed,0.0
1901,22,Male,CSE,7.07,99.66,74.22,76.15,3,No,5,91,74,Placed,3.88
1902,20,Male,CE,5.97,71.26,56.65,65.76,0,Yes,1,91,67,Not Placed,0.0
1903,24,Female,ME,5.92,58.8,73.67,74.21,0,No,1,77,45,Not Placed,0.0
1904,23,Male,CE,6.44,73.6,73.1,96.0,4,No,5,85,80,Not Placed,0.0
1905,23,Male,CE,6.24,61.76,94.21,75.01,3,No,4,63,98,Not Placed,0.0
1906,21,Male,IT,8.42,78.06,64.81,91.55,4,Yes,0,67,70,Not Placed,0.0
1907,24,Male,ME,5.93,56.29,78.03,65.87,0,No,0,84,53,Not Placed,0.0
1908,22,Male,CE,7.72,97.5,87.17,98.57,2,Yes,5,52,100,Placed,5.11
1909,20,Male,IT,9.93,92.99,79.8,54.67,3,No,3,48,55,Placed,6.04
1910,21,Female,ECE,7.16,57.78,97.7,79.28,0,No,2,48,88,Placed,4.99
1911,23,Male,ME,8.21,58.62,80.11,89.49,3,No,4,60,83,Placed,5.34
1912,22,Male,EEE,9.85,75.62,95.09,90.7,2,No,0,63,75,Placed,14.81
1913,22,Male,CSE,5.69,88.64,62.25,59.91,1,No,2,70,44,Not Placed,0.0
1914,20,Male,EEE,7.09,60.95,78.04,70.08,4,Yes,5,68,71,Not Placed,0.0
1915,23,Female,ME,9.25,53.05,77.17,81.21,4,No,4,79,50,Placed,12.83
1916,24,Male,CE,9.66,77.28,99.47,65.79,0,No,0,49,61,Placed,11.01
1917,22,Female,IT,8.01,84.58,60.23,82.91,0,Yes,5,91,82,Placed,11.45
1918,20,Male,ME,5.72,62.22,57.05,68.94,2,Yes,1,43,79,Not Placed,0.0
1919,24,Female,CSE,9.51,86.99,80.58,67.54,0,No,0,42,67,Placed,10.79
1920,23,Male,ME,5.87,97.53,61.18,55.4,0,No,1,52,89,Not Placed,0.0
1921,22,Female,IT,6.76,56.85,81.96,51.96,0,Yes,5,60,45,Placed,5.23
1922,24,Female,EEE,6.88,75.55,98.62,91.76,3,No,1,47,78,Not Placed,0.0
1923,24,Male,ECE,7.24,52.84,97.33,74.48,3,Yes,3,95,45,Not Placed,0.0
1924,24,Male,EEE,8.95,60.33,61.56,78.14,1,No,5,48,85,Placed,13.05
1925,22,Male,IT,9.01,54.49,58.54,68.61,3,No,5,85,59,Placed,8.39
1926,22,Female,IT,8.6,70.2,78.04,56.84,4,Yes,3,40,77,Placed,13.89
1927,21,Male,CSE,5.11,91.04,79.34,72.48,1,Yes,2,53,43,Not Placed,0.0
1928,23,Male,ME,7.82,78.86,83.11,61.45,0,No,4,51,64,Placed,8.31
1929,20,Female,ME,8.74,61.13,87.07,91.88,4,No,2,75,52,Not Placed,0.0
1930,24,Male,EEE,7.22,52.01,80.05,99.34,1,No,3,61,88,Placed,10.35
1931,21,Female,ECE,9.72,77.67,55.59,94.45,1,No,2,92,51,Placed,12.19
1932,20,Female,ECE,9.12,56.64,89.51,76.41,4,No,4,75,48,Placed,7.22
1933,21,Female,CSE,8.19,67.14,53.98,81.41,1,No,4,84,98,Placed,10.56
1934,22,Female,IT,5.31,75.51,51.0,97.41,4,No,0,55,91,Not Placed,0.0
1935,24,Male,CSE,8.26,95.19,88.48,76.93,1,No,2,50,42,Placed,9.65
1936,20,Male,ME,9.56,54.09,77.42,81.93,1,No,3,42,71,Placed,9.56
1937,20,Male,CE,6.9,83.43,84.93,81.46,1,No,0,73,50,Not Placed,0.0
1938,20,Male,CE,9.19,50.7,69.14,85.41,4,Yes,2,64,44,Not Placed,0.0
1939,20,Female,CE,6.57,81.5,50.55,82.01,1,No,5,65,74,Placed,8.85
1940,20,Female,IT,7.85,77.58,66.55,83.54,3,No,4,42,88,Placed,3.3
1941,21,Male,CSE,8.24,90.59,80.41,86.29,3,No,3,59,63,Placed,13.14
1942,24,Male,EEE,8.39,76.58,61.29,90.45,3,No,5,70,80,Placed,3.01
1943,22,Female,ME,9.41,67.63,84.39,70.15,3,No,2,88,45,Placed,8.74
1944,22,Male,CE,6.17,62.14,89.72,87.29,3,Yes,4,40,57,Not Placed,0.0
1945,22,Male,ECE,6.31,54.26,72.71,55.01,0,No,4,65,100,Not Placed,0.0
1946,22,Male,CSE,8.52,76.73,93.79,93.81,1,Yes,5,64,77,Placed,10.64
1947,21,Female,ME,5.89,94.42,92.74,64.5,2,Yes,2,50,45,Not Placed,0.0
1948,23,Female,ME,7.32,75.74,93.9,70.17,0,No,2,55,61,Placed,14.12
1949,24,Female,ECE,5.1,86.96,83.05,90.18,4,Yes,3,59,81,Not Placed,0.0
1950,20,Female,ECE,5.7,64.92,65.24,81.85,0,Yes,0,81,82,Not Placed,0.0
1951,23,Male,ECE,8.39,72.41,74.06,65.43,2,No,4,91,53,Placed,7.49
1952,22,Male,CE,8.74,66.23,85.53,61.27,0,Yes,0,77,51,Placed,3.46
1953,23,Female,CE,5.58,55.46,60.53,97.89,1,Yes,0,41,64,Not Placed,0.0
1954,24,Male,CSE,6.14,70.85,86.94,54.39,3,No,4,93,59,Not Placed,0.0
1955,20,Female,ECE,5.49,88.21,77.4,50.22,1,No,2,68,57,Not Placed,0.0
1956,20,Female,EEE,7.17,69.75,54.8,83.65,0,Yes,4,46,63,Placed,8.0
1957,24,Female,ME,5.63,82.51,77.86,80.72,2,Yes,5,88,93,Placed,9.46
1958,24,Female,ECE,7.19,87.93,53.34,86.88,4,No,0,79,54,Not Placed,0.0
1959,22,Female,ME,8.66,66.14,50.72,86.58,1,Yes,3,84,70,Placed,11.55
1960,20,Female,IT,8.42,89.88,94.48,93.16,2,No,4,93,81,Placed,10.9
1961,23,Male,IT,6.4,66.95,74.5,96.11,4,No,3,64,40,Not Placed,0.0
1962,21,Male,ECE,8.37,62.81,77.16,88.75,3,No,2,100,54,Not Placed,0.0
1963,21,Male,ME,9.64,61.12,64.0,61.61,1,No,2,43,93,Placed,3.17
1964,24,Female,IT,6.74,60.0,77.14,73.17,1,Yes,5,82,73,Placed,10.42
1965,22,Male,ECE,6.65,86.86,58.44,82.09,3,Yes,3,73,91,Not Placed,0.0
1966,21,Female,ME,7.86,94.38,87.28,76.97,3,No,3,64,41,Not Placed,0.0
1967,20,Male,ECE,6.23,61.53,91.17,57.94,0,No,4,47,75,Not Placed,0.0
1968,24,Female,CE,8.26,54.26,92.79,79.46,4,No,2,71,62,Not Placed,0.0
1969,23,Male,ME,9.16,65.69,55.33,94.33,2,No,3,57,63,Placed,11.45
1970,24,Female,IT,7.3,82.89,77.89,70.93,3,No,1,79,85,Not Placed,0.0
1971,23,Male,ECE,8.4,68.43,90.44,83.45,0,Yes,4,50,71,Placed,13.1
1972,24,Male,IT,8.26,77.46,56.41,80.8,4,Yes,4,95,90,Placed,4.4
1973,24,Male,ECE,5.19,87.22,54.98,68.85,4,Yes,1,76,85,Not Placed,0.0
1974,24,Female,CSE,5.92,70.42,90.85,78.26,1,Yes,2,78,52,Not Placed,0.0
1975,23,Male,IT,9.47,99.98,89.84,60.51,0,No,3,94,72,Placed,6.64
1976,23,Male,IT,9.69,64.9,72.43,77.31,0,No,3,75,81,Placed,5.21
1977,24,Female,EEE,8.9,98.91,55.49,89.94,1,No,2,93,53,Placed,5.39
1978,21,Female,CE,9.61,60.15,75.81,87.95,2,No,1,49,56,Placed,5.13
1979,22,Female,IT,6.53,55.55,69.74,67.9,3,Yes,1,45,97,Not Placed,0.0
1980,22,Male,ME,6.24,87.54,75.93,55.6,1,No,1,84,55,Not Placed,0.0
1981,22,Male,ECE,6.92,85.12,71.99,90.0,3,No,4,55,71,Not Placed,0.0
1982,23,Female,CSE,5.28,90.56,78.43,63.25,0,No,3,93,54,Not Placed,0.0
1983,23,Male,ME,9.05,67.18,86.36,52.65,1,Yes,0,64,82,Placed,11.55
1984,21,Female,ME,9.92,96.54,88.74,72.26,2,No,4,73,94,Placed,4.9
1985,22,Male,ME,9.12,55.97,82.45,86.97,3,Yes,4,70,70,Placed,3.29
1986,22,Male,ME,7.77,51.51,59.95,90.42,3,No,3,97,51,Not Placed,0.0
1987,24,Male,CSE,6.48,65.03,69.86,99.11,3,Yes,2,95,72,Not Placed,0.0
